lambda_index,lambda,rho,round_decimals,clusters_eval,min_linf,time_sec,ari_eval
0,0.0,8.0,1,9,0.02381914108991623,0.5805740356445312,0.055248618784530384
1,0.0001,8.0,1,8,0.025507468730211258,0.3417093753814697,0.10989010989010989
2,0.00012742749857031334,8.0,1,10,0.031093508005142212,0.37103748321533203,0.0
3,0.0001623776739188721,8.0,1,10,0.036171525716781616,0.3832523822784424,0.0
4,0.00020691380811147902,8.0,1,10,0.03821888566017151,0.33414173126220703,0.0
5,0.00026366508987303583,8.0,1,10,0.040475428104400635,0.3656928539276123,0.0
6,0.0003359818286283781,8.0,1,10,0.04151400923728943,0.3988456726074219,0.0
7,0.00042813323987193956,8.0,1,10,0.04094311594963074,0.3505549430847168,0.0
8,0.000545559478116852,8.0,1,10,0.041579440236091614,0.4528512954711914,0.0
9,0.0006951927961775605,8.0,1,10,0.04179257154464722,0.47997021675109863,0.0
10,0.0008858667904100823,8.0,1,10,0.04159565269947052,0.5137381553649902,0.0
11,0.0011288378916846883,8.0,1,10,0.04242368042469025,0.4894864559173584,0.0
12,0.0014384498882876629,8.0,1,10,0.04275508224964142,0.48601627349853516,0.0
13,0.0018329807108324356,8.0,1,10,0.0443594753742218,0.48601841926574707,0.0
14,0.002335721469090121,8.0,1,10,0.04618372023105621,0.4880073070526123,0.0
15,0.002976351441631319,8.0,1,10,0.04669225215911865,0.48351144790649414,0.0
16,0.00379269019073225,8.0,1,10,0.046796396374702454,0.48281073570251465,0.0
17,0.004832930238571752,8.0,1,10,0.048197194933891296,0.4847266674041748,0.0
18,0.00615848211066026,8.0,1,10,0.05020245909690857,0.4854400157928467,0.0
19,0.007847599703514606,8.0,1,10,0.047877706587314606,0.4877045154571533,0.0
20,0.01,8.0,1,10,0.04697069525718689,0.49846625328063965,0.0
21,0.012742749857031334,8.0,1,10,0.04276704788208008,0.4834566116333008,0.0
22,0.01623776739188721,8.0,1,10,0.046049460768699646,0.4913206100463867,0.0
23,0.0206913808111479,8.0,1,10,0.049463436007499695,0.4927794933319092,0.0
24,0.026366508987303583,8.0,1,9,0.050729572772979736,0.47771310806274414,0.055248618784530384
25,0.03359818286283781,8.0,1,6,0.04025895521044731,0.4850192070007324,0.37433155080213903
26,0.04281332398719392,8.0,1,6,0.0052995383739471436,0.48267245292663574,0.37433155080213903
27,0.05455594781168514,8.0,1,5,0.005858272314071655,0.48423051834106445,0.47619047619047616
28,0.06951927961775606,8.0,1,4,0.004602715373039246,0.48666906356811523,0.6735751295336787
29,0.08858667904100823,8.0,1,6,0.006793126463890076,0.5008313655853271,0.2702702702702703
30,0.11288378916846883,8.0,1,5,0.0040052905678749084,0.49191904067993164,0.37433155080213903
31,0.14384498882876628,8.0,1,7,0.004765063524246216,0.4970524311065674,0.21739130434782608
32,0.18329807108324356,8.0,1,8,0.016711778938770294,0.49565601348876953,0.16393442622950818
33,0.23357214690901212,8.0,1,10,0.02175365760922432,0.502328634262085,0.0
34,0.29763514416313164,8.0,1,6,0.011128172278404236,0.5259320735931396,-0.0106951871657754
35,0.3792690190732246,8.0,1,7,0.013867497444152832,0.4922966957092285,0.06557377049180328
36,0.4832930238571752,8.0,1,9,0.022278208285570145,0.518904447555542,0.055248618784530384
37,0.615848211066026,8.0,1,6,0.01102511864155531,0.5146875381469727,0.14736842105263157
38,0.7847599703514607,8.0,1,6,0.01753339171409607,0.4908328056335449,-0.021621621621621623
39,1.0,8.0,1,9,0.024038486182689667,0.4905862808227539,0.055248618784530384
