lambda_index,lambda,rho,round_decimals,clusters_eval,min_linf,time_sec,ari_eval
0,0.0,8.0,1,9,0.02381914108991623,0.5483405590057373,0.055248618784530384
1,0.0001,8.0,1,8,0.025507468730211258,0.32439351081848145,0.10989010989010989
2,0.00012742749857031334,8.0,1,10,0.031093508005142212,0.35343003273010254,0.0
3,0.0001623776739188721,8.0,1,10,0.036171525716781616,0.37012338638305664,0.0
4,0.00020691380811147902,8.0,1,10,0.03821888566017151,0.3314213752746582,0.0
5,0.00026366508987303583,8.0,1,10,0.040475428104400635,0.3388552665710449,0.0
6,0.0003359818286283781,8.0,1,10,0.04151400923728943,0.3855781555175781,0.0
7,0.00042813323987193956,8.0,1,10,0.04094311594963074,0.35611844062805176,0.0
8,0.000545559478116852,8.0,1,10,0.041579440236091614,0.45051026344299316,0.0
9,0.0006951927961775605,8.0,1,10,0.04179257154464722,0.4702787399291992,0.0
10,0.0008858667904100823,8.0,1,10,0.04159565269947052,0.45366811752319336,0.0
11,0.0011288378916846883,8.0,1,10,0.04242368042469025,0.47461533546447754,0.0
12,0.0014384498882876629,8.0,1,10,0.04275508224964142,0.4562644958496094,0.0
13,0.0018329807108324356,8.0,1,10,0.0443594753742218,0.4719092845916748,0.0
14,0.002335721469090121,8.0,1,10,0.04618372023105621,0.4573323726654053,0.0
15,0.002976351441631319,8.0,1,10,0.04669225215911865,0.47287869453430176,0.0
16,0.00379269019073225,8.0,1,10,0.046796396374702454,0.4543313980102539,0.0
17,0.004832930238571752,8.0,1,10,0.048197194933891296,0.472348690032959,0.0
18,0.00615848211066026,8.0,1,10,0.05020245909690857,0.4537208080291748,0.0
19,0.007847599703514606,8.0,1,10,0.047877706587314606,0.46802234649658203,0.0
20,0.01,8.0,1,10,0.04697069525718689,0.4569225311279297,0.0
21,0.012742749857031334,8.0,1,10,0.04276704788208008,0.46663904190063477,0.0
22,0.01623776739188721,8.0,1,10,0.046049460768699646,0.4593820571899414,0.0
23,0.0206913808111479,8.0,1,10,0.049463436007499695,0.4591703414916992,0.0
24,0.026366508987303583,8.0,1,9,0.050729572772979736,0.4593515396118164,0.055248618784530384
25,0.03359818286283781,8.0,1,6,0.04025895521044731,0.45886874198913574,0.37433155080213903
26,0.04281332398719392,8.0,1,6,0.0052995383739471436,0.4600188732147217,0.37433155080213903
27,0.05455594781168514,8.0,1,5,0.005858272314071655,0.45903873443603516,0.47619047619047616
28,0.06951927961775606,8.0,1,4,0.004602715373039246,0.45804595947265625,0.6735751295336787
29,0.08858667904100823,8.0,1,6,0.006793126463890076,0.45799708366394043,0.2702702702702703
30,0.11288378916846883,8.0,1,5,0.0040052905678749084,0.45788121223449707,0.37433155080213903
31,0.14384498882876628,8.0,1,7,0.004765063524246216,0.45830416679382324,0.21739130434782608
32,0.18329807108324356,8.0,1,8,0.016711778938770294,0.45800161361694336,0.16393442622950818
33,0.23357214690901212,8.0,1,10,0.02175365760922432,0.45902419090270996,0.0
34,0.29763514416313164,8.0,1,6,0.011128172278404236,0.4585862159729004,-0.0106951871657754
35,0.3792690190732246,8.0,1,7,0.013867497444152832,0.4601292610168457,0.06557377049180328
36,0.4832930238571752,8.0,1,9,0.022278208285570145,0.4598352909088135,0.055248618784530384
37,0.615848211066026,8.0,1,6,0.01102511864155531,0.45963001251220703,0.14736842105263157
38,0.7847599703514607,8.0,1,6,0.01753339171409607,0.46060943603515625,-0.021621621621621623
39,1.0,8.0,1,9,0.024038486182689667,0.45914506912231445,0.055248618784530384
